index	masked sentence	original sentence	json file	sentence begin	sentence end	denotation 1	denotation 2
658	To determine the extent of this phenotype , IFITMs were tested according to the same experimental approach described above using : HIV - 1 vectors pseudotyped with the @DISEASE$ virus envelope ( GALV ) and with the feline leukemia virus RD114 envelope ( @GENE$ , containing the cytoplasmic tail of the MLV amphotropic envelope for efficient pseudotyping of lentiviral particles , as described in [ 29 ] , Figure 1D ) , or vectors derived from different GFP - coding retroviruses ( simian immunodeficiency virus , SIV MAC ; murine leukemia virus , MLV ) along with HIV - 1 , all pseudotyped with the pantropic Envelope VSVg ( Figure 1E )	To determine the extent of this phenotype , IFITMs were tested according to the same experimental approach described above using : HIV - 1 vectors pseudotyped with the Gibbon ape leukemia virus envelope ( GALV ) and with the feline leukemia virus RD114 envelope ( RD - TR , containing the cytoplasmic tail of the MLV amphotropic envelope for efficient pseudotyping of lentiviral particles , as described in [ 29 ] , Figure 1D ) , or vectors derived from different GFP - coding retroviruses ( simian immunodeficiency virus , SIV MAC ; murine leukemia virus , MLV ) along with HIV - 1 , all pseudotyped with the pantropic Envelope VSVg ( Figure 1E )	987w6ypg-11-body_text.json	0	647	{'id': 'A-biobert_T2', 'span': {'begin': 264, 'end': 272}, 'obj': 'Gene'}	{'id': 10, 'span': {'begin': 168, 'end': 188}, 'obj': 'Disease'}
659	To determine the extent of this phenotype , @GENE$ were tested according to the same experimental approach described above using : HIV - 1 vectors pseudotyped with the Gibbon ape leukemia virus envelope ( GALV ) and with the feline leukemia virus RD114 envelope ( RD - TR , containing the cytoplasmic tail of the MLV amphotropic envelope for efficient pseudotyping of lentiviral particles , as described in [ 29 ] , Figure 1D ) , or vectors derived from different GFP - coding retroviruses ( simian immunodeficiency virus , SIV MAC ; @DISEASE$ , MLV ) along with HIV - 1 , all pseudotyped with the pantropic Envelope VSVg ( Figure 1E )	To determine the extent of this phenotype , IFITMs were tested according to the same experimental approach described above using : HIV - 1 vectors pseudotyped with the Gibbon ape leukemia virus envelope ( GALV ) and with the feline leukemia virus RD114 envelope ( RD - TR , containing the cytoplasmic tail of the MLV amphotropic envelope for efficient pseudotyping of lentiviral particles , as described in [ 29 ] , Figure 1D ) , or vectors derived from different GFP - coding retroviruses ( simian immunodeficiency virus , SIV MAC ; murine leukemia virus , MLV ) along with HIV - 1 , all pseudotyped with the pantropic Envelope VSVg ( Figure 1E )	987w6ypg-11-body_text.json	0	647	{'id': 'A-biobert_T1', 'span': {'begin': 44, 'end': 51}, 'obj': 'Gene'}	{'id': 13, 'span': {'begin': 534, 'end': 556}, 'obj': 'Disease'}
660	To determine the extent of this phenotype , @GENE$ were tested according to the same experimental approach described above using : HIV - 1 vectors pseudotyped with the Gibbon ape leukemia virus envelope ( GALV ) and with the feline leukemia virus RD114 envelope ( RD - TR , containing the cytoplasmic tail of the MLV amphotropic envelope for efficient pseudotyping of lentiviral particles , as described in [ 29 ] , Figure 1D ) , or vectors derived from different GFP - coding retroviruses ( @DISEASE$ , SIV MAC ; murine leukemia virus , MLV ) along with HIV - 1 , all pseudotyped with the pantropic Envelope VSVg ( Figure 1E )	To determine the extent of this phenotype , IFITMs were tested according to the same experimental approach described above using : HIV - 1 vectors pseudotyped with the Gibbon ape leukemia virus envelope ( GALV ) and with the feline leukemia virus RD114 envelope ( RD - TR , containing the cytoplasmic tail of the MLV amphotropic envelope for efficient pseudotyping of lentiviral particles , as described in [ 29 ] , Figure 1D ) , or vectors derived from different GFP - coding retroviruses ( simian immunodeficiency virus , SIV MAC ; murine leukemia virus , MLV ) along with HIV - 1 , all pseudotyped with the pantropic Envelope VSVg ( Figure 1E )	987w6ypg-11-body_text.json	0	647	{'id': 'A-biobert_T1', 'span': {'begin': 44, 'end': 51}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 492, 'end': 522}, 'obj': 'Disease'}
661	To determine the extent of this phenotype , @GENE$ were tested according to the same experimental approach described above using : HIV - 1 vectors pseudotyped with the Gibbon ape leukemia virus envelope ( GALV ) and with the @DISEASE$ virus RD114 envelope ( RD - TR , containing the cytoplasmic tail of the MLV amphotropic envelope for efficient pseudotyping of lentiviral particles , as described in [ 29 ] , Figure 1D ) , or vectors derived from different GFP - coding retroviruses ( simian immunodeficiency virus , SIV MAC ; murine leukemia virus , MLV ) along with HIV - 1 , all pseudotyped with the pantropic Envelope VSVg ( Figure 1E )	To determine the extent of this phenotype , IFITMs were tested according to the same experimental approach described above using : HIV - 1 vectors pseudotyped with the Gibbon ape leukemia virus envelope ( GALV ) and with the feline leukemia virus RD114 envelope ( RD - TR , containing the cytoplasmic tail of the MLV amphotropic envelope for efficient pseudotyping of lentiviral particles , as described in [ 29 ] , Figure 1D ) , or vectors derived from different GFP - coding retroviruses ( simian immunodeficiency virus , SIV MAC ; murine leukemia virus , MLV ) along with HIV - 1 , all pseudotyped with the pantropic Envelope VSVg ( Figure 1E )	987w6ypg-11-body_text.json	0	647	{'id': 'A-biobert_T1', 'span': {'begin': 44, 'end': 51}, 'obj': 'Gene'}	{'id': 11, 'span': {'begin': 225, 'end': 241}, 'obj': 'Disease'}
662	To determine the extent of this phenotype , @GENE$ were tested according to the same experimental approach described above using : HIV - 1 vectors pseudotyped with the @DISEASE$ virus envelope ( GALV ) and with the feline leukemia virus RD114 envelope ( RD - TR , containing the cytoplasmic tail of the MLV amphotropic envelope for efficient pseudotyping of lentiviral particles , as described in [ 29 ] , Figure 1D ) , or vectors derived from different GFP - coding retroviruses ( simian immunodeficiency virus , SIV MAC ; murine leukemia virus , MLV ) along with HIV - 1 , all pseudotyped with the pantropic Envelope VSVg ( Figure 1E )	To determine the extent of this phenotype , IFITMs were tested according to the same experimental approach described above using : HIV - 1 vectors pseudotyped with the Gibbon ape leukemia virus envelope ( GALV ) and with the feline leukemia virus RD114 envelope ( RD - TR , containing the cytoplasmic tail of the MLV amphotropic envelope for efficient pseudotyping of lentiviral particles , as described in [ 29 ] , Figure 1D ) , or vectors derived from different GFP - coding retroviruses ( simian immunodeficiency virus , SIV MAC ; murine leukemia virus , MLV ) along with HIV - 1 , all pseudotyped with the pantropic Envelope VSVg ( Figure 1E )	987w6ypg-11-body_text.json	0	647	{'id': 'A-biobert_T1', 'span': {'begin': 44, 'end': 51}, 'obj': 'Gene'}	{'id': 10, 'span': {'begin': 168, 'end': 188}, 'obj': 'Disease'}
663	PCBP2 has been shown to associate with the @GENE$ of the @DISEASE$ genome and may be involved in genome replication or translation initiation ( 34 , 35 )	PCBP2 has been shown to associate with the 5 untranslated region of the PRRSV genome and may be involved in genome replication or translation initiation ( 34 , 35 )	rdgm0q7m-31-body_text.json	518	682	{'id': 'A-biobert_T6', 'span': {'begin': 561, 'end': 583}, 'obj': 'Gene'}	{'id': 10, 'span': {'begin': 590, 'end': 596}, 'obj': 'Disease'}
664	We previously showed that @GENE$ can be applied to protect PK15 cells from @DISEASE$ infection	We previously showed that 3D8 scFv can be applied to protect PK15 cells from virus infection	x665uk1d-5-body_text.json	927	1019	{'id': 'A-biobert_T22', 'span': {'begin': 953, 'end': 962}, 'obj': 'Gene'}	{'id': 28, 'span': {'begin': 1004, 'end': 1010}, 'obj': 'Disease'}
665	PK15 cells harboring 3D8 scFv show resistance to @DISEASE$ ( CSFV ) through @GENE$ activity [ 25 ]	PK15 cells harboring 3D8 scFv show resistance to classical swine fever virus ( CSFV ) through RNase activity [ 25 ]	x665uk1d-5-body_text.json	1022	1137	{'id': 'A-biobert_T24', 'span': {'begin': 1116, 'end': 1122}, 'obj': 'Gene'}	{'id': 29, 'span': {'begin': 1071, 'end': 1099}, 'obj': 'Disease'}
666	PK15 cells harboring @GENE$ show resistance to @DISEASE$ ( CSFV ) through RNase activity [ 25 ]	PK15 cells harboring 3D8 scFv show resistance to classical swine fever virus ( CSFV ) through RNase activity [ 25 ]	x665uk1d-5-body_text.json	1022	1137	{'id': 'A-biobert_T23', 'span': {'begin': 1043, 'end': 1052}, 'obj': 'Gene'}	{'id': 29, 'span': {'begin': 1071, 'end': 1099}, 'obj': 'Disease'}
667	But , @GENE$ with a completely different mechanism than antiviral agents is expected to be effective against a broad spectrum of @DISEASE$ .	But , 3D8 scFv with a completely different mechanism than antiviral agents is expected to be effective against a broad spectrum of viral infections .	x665uk1d-5-body_text.json	1473	1622	{'id': 'A-biobert_T27', 'span': {'begin': 1479, 'end': 1488}, 'obj': 'Gene'}	{'id': 30, 'span': {'begin': 1604, 'end': 1621}, 'obj': 'Disease'}
668	Epithelial cells from the respiratory tract release innate cytokines in response to a @DISEASE$@GENE$ in response to a viral infection , also known as " alarmins , " which include IL - 33 , IL - 25 , and thymic stromal lyphoprotein ( TSLP ) ; these cytokines activate immune cells like T cells , dendritic cells , and macrophages , normally driving a Th2 immune response ( 42 ) ( 43 ) ( 44 ) ( 45 )	Epithelial cells from the respiratory tract release innate cytokines in response to a viral infection , also known as " alarmins , " which include IL - 33 , IL - 25 , and thymic stromal lyphoprotein ( TSLP ) ; these cytokines activate immune cells like T cells , dendritic cells , and macrophages , normally driving a Th2 immune response ( 42 ) ( 43 ) ( 44 ) ( 45 )	6lv3di4x-15-body_text.json	0	365	{'id': 'A-biobert_T7', 'span': {'begin': 216, 'end': 226}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 86, 'end': 102}, 'obj': 'Disease'}
669	Epithelial cells from the respiratory tract release innate cytokines in response to a @DISEASE$ , also known as " alarmins , " which include IL - 33 , IL - 25 , and thymic stromal lyphoprotein ( @GENE$ ) ; these cytokines activate immune cells like T cells , dendritic cells , and macrophages , normally driving a Th2 immune response ( 42 ) ( 43 ) ( 44 ) ( 45 )	Epithelial cells from the respiratory tract release innate cytokines in response to a viral infection , also known as " alarmins , " which include IL - 33 , IL - 25 , and thymic stromal lyphoprotein ( TSLP ) ; these cytokines activate immune cells like T cells , dendritic cells , and macrophages , normally driving a Th2 immune response ( 42 ) ( 43 ) ( 44 ) ( 45 )	6lv3di4x-15-body_text.json	0	365	{'id': 'A-biobert_T6', 'span': {'begin': 201, 'end': 206}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 86, 'end': 102}, 'obj': 'Disease'}
670	Epithelial cells from the respiratory tract release innate cytokines in response to a @DISEASE$ , also known as " alarmins , " which include IL - 33 , IL - 25 , and @GENE$ ( TSLP ) ; these cytokines activate immune cells like T cells , dendritic cells , and macrophages , normally driving a Th2 immune response ( 42 ) ( 43 ) ( 44 ) ( 45 )	Epithelial cells from the respiratory tract release innate cytokines in response to a viral infection , also known as " alarmins , " which include IL - 33 , IL - 25 , and thymic stromal lyphoprotein ( TSLP ) ; these cytokines activate immune cells like T cells , dendritic cells , and macrophages , normally driving a Th2 immune response ( 42 ) ( 43 ) ( 44 ) ( 45 )	6lv3di4x-15-body_text.json	0	365	{'id': 'A-biobert_T5', 'span': {'begin': 171, 'end': 199}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 86, 'end': 102}, 'obj': 'Disease'}
671	Epithelial cells from the respiratory tract release innate cytokines in response to a @DISEASE$ , also known as " alarmins , " which include IL - 33 , @GENE$ , and thymic stromal lyphoprotein ( TSLP ) ; these cytokines activate immune cells like T cells , dendritic cells , and macrophages , normally driving a Th2 immune response ( 42 ) ( 43 ) ( 44 ) ( 45 )	Epithelial cells from the respiratory tract release innate cytokines in response to a viral infection , also known as " alarmins , " which include IL - 33 , IL - 25 , and thymic stromal lyphoprotein ( TSLP ) ; these cytokines activate immune cells like T cells , dendritic cells , and macrophages , normally driving a Th2 immune response ( 42 ) ( 43 ) ( 44 ) ( 45 )	6lv3di4x-15-body_text.json	0	365	{'id': 'A-biobert_T4', 'span': {'begin': 157, 'end': 165}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 86, 'end': 102}, 'obj': 'Disease'}
672	Epithelial cells from the respiratory tract release innate cytokines in response to a @DISEASE$ , also known as " alarmins , " which include @GENE$ , IL - 25 , and thymic stromal lyphoprotein ( TSLP ) ; these cytokines activate immune cells like T cells , dendritic cells , and macrophages , normally driving a Th2 immune response ( 42 ) ( 43 ) ( 44 ) ( 45 )	Epithelial cells from the respiratory tract release innate cytokines in response to a viral infection , also known as " alarmins , " which include IL - 33 , IL - 25 , and thymic stromal lyphoprotein ( TSLP ) ; these cytokines activate immune cells like T cells , dendritic cells , and macrophages , normally driving a Th2 immune response ( 42 ) ( 43 ) ( 44 ) ( 45 )	6lv3di4x-15-body_text.json	0	365	{'id': 'A-biobert_T3', 'span': {'begin': 147, 'end': 155}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 86, 'end': 102}, 'obj': 'Disease'}
673	Epithelial cells from the respiratory tract release innate cytokines in response to a @DISEASE$ , also known as " @GENE$ , " which include IL - 33 , IL - 25 , and thymic stromal lyphoprotein ( TSLP ) ; these cytokines activate immune cells like T cells , dendritic cells , and macrophages , normally driving a Th2 immune response ( 42 ) ( 43 ) ( 44 ) ( 45 )	Epithelial cells from the respiratory tract release innate cytokines in response to a viral infection , also known as " alarmins , " which include IL - 33 , IL - 25 , and thymic stromal lyphoprotein ( TSLP ) ; these cytokines activate immune cells like T cells , dendritic cells , and macrophages , normally driving a Th2 immune response ( 42 ) ( 43 ) ( 44 ) ( 45 )	6lv3di4x-15-body_text.json	0	365	{'id': 'A-biobert_T2', 'span': {'begin': 120, 'end': 129}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 86, 'end': 102}, 'obj': 'Disease'}
674	Epithelial cells from the respiratory tract release @GENE$ in response to a @DISEASE$ , also known as " alarmins , " which include IL - 33 , IL - 25 , and thymic stromal lyphoprotein ( TSLP ) ; these cytokines activate immune cells like T cells , dendritic cells , and macrophages , normally driving a Th2 immune response ( 42 ) ( 43 ) ( 44 ) ( 45 )	Epithelial cells from the respiratory tract release innate cytokines in response to a viral infection , also known as " alarmins , " which include IL - 33 , IL - 25 , and thymic stromal lyphoprotein ( TSLP ) ; these cytokines activate immune cells like T cells , dendritic cells , and macrophages , normally driving a Th2 immune response ( 42 ) ( 43 ) ( 44 ) ( 45 )	6lv3di4x-15-body_text.json	0	365	{'id': 'A-biobert_T1', 'span': {'begin': 52, 'end': 69}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 86, 'end': 102}, 'obj': 'Disease'}
675	We therefore investigated the impact of these @GENE$ which could be potentially released by @DISEASE$ - infected epithelial cells	We therefore investigated the impact of these alarmins which could be potentially released by JEV - infected epithelial cells	6lv3di4x-15-body_text.json	368	493	{'id': 'A-biobert_T8', 'span': {'begin': 414, 'end': 423}, 'obj': 'Gene'}	{'id': 13, 'span': {'begin': 462, 'end': 466}, 'obj': 'Disease'}
676	The assays appear specific to the intended squirrel pathogens , as neither SQPV nor SADV qPCR assays amplified ( 0 / 6 reactions ) a product in qPCRs seeded with either cowpox , monkeypox or canine adenovirus 1 or 2 DNA @GENE$ssays appear specific to the intended squirrel pathogens , as neither SQPV nor SADV qPCR assays amplified ( 0 / 6 reactions ) a product in qPCRs seeded with either cowpox , @DISEASE$ or canine adenovirus 1 or 2 DNA .	The assays appear specific to the intended squirrel pathogens , as neither SQPV nor SADV qPCR assays amplified ( 0 / 6 reactions ) a product in qPCRs seeded with either cowpox , monkeypox or canine adenovirus 1 or 2 DNA .	9xelf8oh-22-body_text.json	290	511	{'id': 'A-biobert_T2', 'span': {'begin': 459, 'end': 466}, 'obj': 'Gene'}	{'id': 4, 'span': {'begin': 468, 'end': 478}, 'obj': 'Disease'}
677	The assays appear specific to the intended squirrel pathogens , as neither SQPV nor SADV qPCR assays amplified ( 0 / 6 reactions ) a product in qPCRs seeded with either @DISEASE$ , monkeypox or canine adenovirus 1 or 2 DNA @GENE$ssays appear specific to the intended squirrel pathogens , as neither SQPV nor SADV qPCR assays amplified ( 0 / 6 reactions ) a product in qPCRs seeded with either cowpox , monkeypox or canine adenovirus 1 or 2 DNA .	The assays appear specific to the intended squirrel pathogens , as neither SQPV nor SADV qPCR assays amplified ( 0 / 6 reactions ) a product in qPCRs seeded with either cowpox , monkeypox or canine adenovirus 1 or 2 DNA .	9xelf8oh-22-body_text.json	290	511	{'id': 'A-biobert_T2', 'span': {'begin': 459, 'end': 466}, 'obj': 'Gene'}	{'id': 3, 'span': {'begin': 459, 'end': 466}, 'obj': 'Disease'}
678	The prevalence of @DISEASE$ in lice found on infected individuals was 80 % ( 4 / 5 : 95 % CI , 30 - 99 % ) , which combined with the relatively high occurrence of @GENE$ in blood ( 67 % ( 6 / 9 ) ; 95 % CI 31 - 91 % ) may suggest a potential role of the parasite in pathogen transmission	The prevalence of SADV in lice found on infected individuals was 80 % ( 4 / 5 : 95 % CI , 30 - 99 % ) , which combined with the relatively high occurrence of viral DNA in blood ( 67 % ( 6 / 9 ) ; 95 % CI 31 - 91 % ) may suggest a potential role of the parasite in pathogen transmission	9xelf8oh-37-body_text.json	838	1123	{'id': 'A-biobert_T1', 'span': {'begin': 996, 'end': 1006}, 'obj': 'Gene'}	{'id': 11, 'span': {'begin': 856, 'end': 861}, 'obj': 'Disease'}
679	Taken together , viperin has been shown to be an @GENE$ that strongly inhibits @DISEASE$ in vivo and in vitro	Taken together , viperin has been shown to be an ISG that strongly inhibits tick - borne flaviviruses in vivo and in vitro	p2h8p5bm-33-body_text.json	0	122	{'id': 'A-biobert_T2', 'span': {'begin': 49, 'end': 53}, 'obj': 'Gene'}	{'id': 9, 'span': {'begin': 76, 'end': 102}, 'obj': 'Disease'}
680	Taken together , @GENE$ has been shown to be an ISG that strongly inhibits @DISEASE$ in vivo and in vitro	Taken together , viperin has been shown to be an ISG that strongly inhibits tick - borne flaviviruses in vivo and in vitro	p2h8p5bm-33-body_text.json	0	122	{'id': 'A-biobert_T1', 'span': {'begin': 17, 'end': 25}, 'obj': 'Gene'}	{'id': 9, 'span': {'begin': 76, 'end': 102}, 'obj': 'Disease'}
681	Taken together , studies so far have demonstrated the importance of the RIG - I - like - @GENE$ pathway in @DISEASE$ , whereas the role of the TLR pathways remains unclear .	Taken together , studies so far have demonstrated the importance of the RIG - I - like - IPS - 1 pathway in tick - borne flavivirus infection , whereas the role of the TLR pathways remains unclear .	p2h8p5bm-26-body_text.json	0	198	{'id': 'A-biobert_T2', 'span': {'begin': 89, 'end': 97}, 'obj': 'Gene'}	{'id': 3, 'span': {'begin': 108, 'end': 142}, 'obj': 'Disease'}
682	Taken together , studies so far have demonstrated the importance of the @GENE$ - I - like - IPS - 1 pathway in @DISEASE$ , whereas the role of the TLR pathways remains unclear .	Taken together , studies so far have demonstrated the importance of the RIG - I - like - IPS - 1 pathway in tick - borne flavivirus infection , whereas the role of the TLR pathways remains unclear .	p2h8p5bm-26-body_text.json	0	198	{'id': 'A-biobert_T1', 'span': {'begin': 72, 'end': 76}, 'obj': 'Gene'}	{'id': 3, 'span': {'begin': 108, 'end': 142}, 'obj': 'Disease'}
683	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and deacetylases ( @GENE$ ) can have a dramatic effect on viruses such as HIV , herpesviruses , @DISEASE$ and papillomaviruses	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as HIV , herpesviruses , polyomaviruses and papillomaviruses	c3psvuzp-3-body_text.json	483	701	{'id': 'A-biobert_T5', 'span': {'begin': 590, 'end': 596}, 'obj': 'Gene'}	{'id': 9, 'span': {'begin': 666, 'end': 681}, 'obj': 'Disease'}
684	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and deacetylases ( @GENE$ ) can have a dramatic effect on viruses such as HIV , @DISEASE$ , polyomaviruses and papillomaviruses	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as HIV , herpesviruses , polyomaviruses and papillomaviruses	c3psvuzp-3-body_text.json	483	701	{'id': 'A-biobert_T5', 'span': {'begin': 590, 'end': 596}, 'obj': 'Gene'}	{'id': 8, 'span': {'begin': 650, 'end': 664}, 'obj': 'Disease'}
685	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and deacetylases ( @GENE$ ) can have a dramatic effect on viruses such as @DISEASE$ , herpesviruses , polyomaviruses and papillomaviruses	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as HIV , herpesviruses , polyomaviruses and papillomaviruses	c3psvuzp-3-body_text.json	483	701	{'id': 'A-biobert_T5', 'span': {'begin': 590, 'end': 596}, 'obj': 'Gene'}	{'id': 7, 'span': {'begin': 644, 'end': 648}, 'obj': 'Disease'}
686	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and @GENE$ ( HDACs ) can have a dramatic effect on viruses such as HIV , herpesviruses , @DISEASE$ and papillomaviruses	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as HIV , herpesviruses , polyomaviruses and papillomaviruses	c3psvuzp-3-body_text.json	483	701	{'id': 'A-biobert_T4', 'span': {'begin': 575, 'end': 588}, 'obj': 'Gene'}	{'id': 9, 'span': {'begin': 666, 'end': 681}, 'obj': 'Disease'}
687	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and @GENE$ ( HDACs ) can have a dramatic effect on viruses such as HIV , @DISEASE$ , polyomaviruses and papillomaviruses	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as HIV , herpesviruses , polyomaviruses and papillomaviruses	c3psvuzp-3-body_text.json	483	701	{'id': 'A-biobert_T4', 'span': {'begin': 575, 'end': 588}, 'obj': 'Gene'}	{'id': 8, 'span': {'begin': 650, 'end': 664}, 'obj': 'Disease'}
688	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and @GENE$ ( HDACs ) can have a dramatic effect on viruses such as @DISEASE$ , herpesviruses , polyomaviruses and papillomaviruses	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as HIV , herpesviruses , polyomaviruses and papillomaviruses	c3psvuzp-3-body_text.json	483	701	{'id': 'A-biobert_T4', 'span': {'begin': 575, 'end': 588}, 'obj': 'Gene'}	{'id': 7, 'span': {'begin': 644, 'end': 648}, 'obj': 'Disease'}
689	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( @GENE$ ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as HIV , herpesviruses , @DISEASE$ and papillomaviruses	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as HIV , herpesviruses , polyomaviruses and papillomaviruses	c3psvuzp-3-body_text.json	483	701	{'id': 'A-biobert_T3', 'span': {'begin': 564, 'end': 569}, 'obj': 'Gene'}	{'id': 9, 'span': {'begin': 666, 'end': 681}, 'obj': 'Disease'}
690	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( @GENE$ ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as HIV , @DISEASE$ , polyomaviruses and papillomaviruses	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as HIV , herpesviruses , polyomaviruses and papillomaviruses	c3psvuzp-3-body_text.json	483	701	{'id': 'A-biobert_T3', 'span': {'begin': 564, 'end': 569}, 'obj': 'Gene'}	{'id': 8, 'span': {'begin': 650, 'end': 664}, 'obj': 'Disease'}
691	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( @GENE$ ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as @DISEASE$ , herpesviruses , polyomaviruses and papillomaviruses	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as HIV , herpesviruses , polyomaviruses and papillomaviruses	c3psvuzp-3-body_text.json	483	701	{'id': 'A-biobert_T3', 'span': {'begin': 564, 'end': 569}, 'obj': 'Gene'}	{'id': 7, 'span': {'begin': 644, 'end': 648}, 'obj': 'Disease'}
692	Likewise , addition and removal of acetyl groups by @GENE$ ( HATs ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as HIV , herpesviruses , @DISEASE$ and papillomaviruses	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as HIV , herpesviruses , polyomaviruses and papillomaviruses	c3psvuzp-3-body_text.json	483	701	{'id': 'A-biobert_T2', 'span': {'begin': 535, 'end': 562}, 'obj': 'Gene'}	{'id': 9, 'span': {'begin': 666, 'end': 681}, 'obj': 'Disease'}
693	Likewise , addition and removal of acetyl groups by @GENE$ ( HATs ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as HIV , @DISEASE$ , polyomaviruses and papillomaviruses	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as HIV , herpesviruses , polyomaviruses and papillomaviruses	c3psvuzp-3-body_text.json	483	701	{'id': 'A-biobert_T2', 'span': {'begin': 535, 'end': 562}, 'obj': 'Gene'}	{'id': 8, 'span': {'begin': 650, 'end': 664}, 'obj': 'Disease'}
694	Likewise , addition and removal of acetyl groups by @GENE$ ( HATs ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as @DISEASE$ , herpesviruses , polyomaviruses and papillomaviruses	Likewise , addition and removal of acetyl groups by histone acetyltransferases ( HATs ) and deacetylases ( HDACs ) can have a dramatic effect on viruses such as HIV , herpesviruses , polyomaviruses and papillomaviruses	c3psvuzp-3-body_text.json	483	701	{'id': 'A-biobert_T2', 'span': {'begin': 535, 'end': 562}, 'obj': 'Gene'}	{'id': 7, 'span': {'begin': 644, 'end': 648}, 'obj': 'Disease'}
695	The aim of this study was to analyze the changes in @GENE$ levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( @DISEASE$ - induced ACLF ) and normal individuals	The aim of this study was to analyze the changes in serum protein levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	t6n95laz-2-abstract.json	0	406	{'id': 'A-biobert_T2', 'span': {'begin': 216, 'end': 230}, 'obj': 'Gene'}	{'id': 16, 'span': {'begin': 363, 'end': 367}, 'obj': 'Disease'}
696	The aim of this study was to analyze the changes in @GENE$ levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced @DISEASE$ ( HBV - induced ACLF ) and normal individuals	The aim of this study was to analyze the changes in serum protein levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	t6n95laz-2-abstract.json	0	406	{'id': 'A-biobert_T2', 'span': {'begin': 216, 'end': 230}, 'obj': 'Gene'}	{'id': 15, 'span': {'begin': 326, 'end': 361}, 'obj': 'Disease'}
